9,FW,Peregrino Anselmo,(1902-04-30)30 April 1902 (aged 28),8,Peñarol,Uruguay,Uruguay,1930
1,GK,Enrique Ballestrero,(1905-01-18)18 January 1905 (aged 25),1,Rampla Juniors,Uruguay,Uruguay,1930
-,FW,Juan Carlos Calvo,(1906-06-26)26 June 1906 (aged 24),0-,Miramar Misiones,Uruguay,Uruguay,1930
-,GK,Miguel Capuccini,(1904-01-05)5 January 1904 (aged 26),6,Peñarol,Uruguay,Uruguay,1930
09 & 8,FW,Héctor Castro,(1904-11-29)29 November 1904 (aged 25),17,Nacional,Uruguay,Uruguay,1930
10,FW,Pedro Cea,(1900-09-01)1 September 1900 (aged 29),21,Nacional,Uruguay,Uruguay,1930
7,FW,Pablo Dorado,(1908-06-22)22 June 1908 (aged 22),2,Bella Vista,Uruguay,Uruguay,1930
5,MF,Lorenzo Fernández,(1900-05-20)20 May 1900 (aged 30),20,Peñarol,Uruguay,Uruguay,1930
6,MF,Álvaro Gestido,(1907-05-17)17 May 1907 (aged 23),10,Peñarol,Uruguay,Uruguay,1930
11,FW,Santos Iriarte,(1902-11-02)2 November 1902 (aged 27),0-,Racing Club,Uruguay,Uruguay,1930
3,DF,Ernesto Mascheroni,(1907-11-21)21 November 1907 (aged 22),0-,Olimpia,Uruguay,Uruguay,1930
-,MF,Ángel Melogno,(1905-03-22)22 March 1905 (aged 25),5,Bella Vista,Uruguay,Uruguay,1930
2,DF,José Nasazzi (c),(1901-05-24)24 May 1901 (aged 29),28,Bella Vista,Uruguay,Uruguay,1930
9,FW,Pedro Petrone,(1905-05-11)11 May 1905 (aged 25),28,Nacional,Uruguay,Uruguay,1930
-,MF,Conduelo Píriz,(1905-06-17)17 June 1905 (aged 25),7,Nacional,Uruguay,Uruguay,1930
-,DF,Emilio Recoba,(1904-11-03)3 November 1904 (aged 25),5,Nacional,Uruguay,Uruguay,1930
-,MF,Carlos Riolfo,(1905-11-05)5 November 1905 (aged 24),2,Peñarol,Uruguay,Uruguay,1930
-,FW,Zoilo Saldombide,(1905-03-18)18 March 1905 (aged 25),14,Nacional,Uruguay,Uruguay,1930
8,FW,Héctor Scarone,(1898-11-26)26 November 1898 (aged 31),49,Nacional,Uruguay,Uruguay,1930
3,DF,Domingo Tejera,(1899-07-27)27 July 1899 (aged 30),15,Montevideo Wanderers,Uruguay,Uruguay,1930
7,FW,Santos Urdinarán,(1900-03-30)30 March 1900 (aged 30),19,Nacional,Uruguay,Uruguay,1930
-,FW,Ştefan Barbu,(1908-03-02)2 March 1908 (aged 22),4,Gloria Arad,Romania,Romania,1930
-,DF,Rudolf Bürger,(1908-10-31)31 October 1908 (aged 21),4,Chinezul Timişoara,Romania,Romania,1930
-,DF,Iosif Czako,(1906-06-11)11 June 1906 (aged 24),1,UDR Reşiţa,Romania,Romania,1930
-,FW,Adalbert Deşu,(1909-03-24)24 March 1909 (aged 21),4,UDR Reşiţa,Romania,Romania,1930
-,MF,Alfred Eisenbeisser,(1908-04-07)7 April 1908 (aged 22),0,Dragoş Vodă Cernăuţi,Romania,Romania,1930
-,FW,Miklós Kovács,(1911-12-23)23 December 1911 (aged 18),3,Banatul Timişoara,Romania,Romania,1930
-,GK,Ion Lǎpuşneanu,(1908-12-08)8 December 1908 (aged 21),3,Sportul Studenţesc,Romania,Romania,1930
-,MF,Ladislau Raffinsky,(1905-04-23)23 April 1905 (aged 25),4,Juventus Bucuresti,Romania,Romania,1930
-,MF,Corneliu Robe,(1908-05-23)23 May 1908 (aged 22),0,Olympia Bucureşti,Romania,Romania,1930
-,FW,Constantin Stanciu,(1911-03-05)5 March 1911 (aged 19),4,Venus Bucureşti,Romania,Romania,1930
-,DF,Adalbert Steiner,(1907-01-24)24 January 1907 (aged 23),9,Chinezul Timişoara,Romania,Romania,1930
-,FW,Ilie Subăşeanu,(1906-01-01)1 January 1906 (aged 24),2,Olympia Bucureşti,Romania,Romania,1930
-,MF,Emerich Vogl,(1905-08-12)12 August 1905 (aged 24),10,Juventus Bucureşti,Romania,Romania,1930
-,FW,Rudolf Wetzer,(1901-03-17)17 March 1901 (aged 29),12,Juventus Bucureşti,Romania,Romania,1930
-,GK,Samuel Zauber,(1900-11-10)10 November 1900 (aged 29),0,Maccabi Bucureşti,Romania,Romania,1930
-,MF,Eduardo Astengo,,,Universitario de Deportes,Peru,Peru,1930
-,FW,Carlos Cillóniz,,,Universitario de Deportes,Peru,Peru,1930
-,DF,Mario de las Casas,(1901-01-31)31 January 1901 (aged 29),,Lawn Tennis de la Exposición,Peru,Peru,1930
-,MF,Alberto Denegri,,,Alianza Lima,Peru,Peru,1930
-,DF,Arturo Fernández,(1910-04-10)10 April 1910 (aged 20),,Universitario de Deportes,Peru,Peru,1930
-,MF,Plácido Galindo,(1906-03-09)9 March 1906 (aged 24),,Universitario de Deportes,Peru,Peru,1930
-,MF,Domingo García,1904,,Alianza Lima,Peru,Peru,1930
-,FW,José María Lavalle,(1911-06-05)5 June 1911 (aged 19),,Alianza Lima,Peru,Peru,1930
-,FW,Julio Lores,(1908-09-15)15 September 1908 (aged 21),,Association FBC,Peru,Peru,1930
-,DF,Antonio Maquilón,(1902-11-29)29 November 1902 (aged 27),,Tarapacá Ferroviario,Peru,Peru,1930
-,FW,Demetrio Neyra,1906,,Alianza Lima,Peru,Peru,1930
-,FW,Pablo Pacheco,,,Universitario de Deportes,Peru,Peru,1930
-,GK,Jorge Pardon,(1909-12-19)19 December 1909 (aged 20),,Sporting Tabaco,Peru,Peru,1930
-,MF,Julio Quintana,,,Alianza Lima,Peru,Peru,1930
-,FW,Lizardo Rodríguez Nue,(1910-08-30)30 August 1910 (aged 19),,Sport Progreso,Peru,Peru,1930
-,FW,Jorge Sarmiento,,,Alianza Lima,Peru,Peru,1930
-,DF,Alberto Soria,(1906-03-10)10 March 1906 (aged 24),,Alianza Lima,Peru,Peru,1930
-,FW,Luis Souza Ferreira,(1904-06-30)30 June 1904 (aged 26),,Universitario de Deportes,Peru,Peru,1930
-,GK,Juan Valdivieso,(1910-05-06)6 May 1910 (aged 20),,Alianza Lima,Peru,Peru,1930
-,FW,Alejandro Villanueva,(1908-06-04)4 June 1908 (aged 22),,Alianza Lima,Peru,Peru,1930
-,MF,Andy Auld,(1900-01-26)26 January 1900 (aged 30),1,Providence Gold Bugs,United States,United States,1930
-,FW,Mike Bookie,(1904-09-12)12 September 1904 (aged 25),0,Cleveland Slavia,United States,United States,1930
-,MF,Jim Brown,(1908-12-31)31 December 1908 (aged 21),3,New York Giants,United States,United States,1930
-,GK,Jimmy Douglas,(1898-01-12)12 January 1898 (aged 32),5,New York Nationals,United States,United States,1930
-,FW,Tom Florie,(1897-09-06)6 September 1897 (aged 32),2,New Bedford Whalers,United States,United States,1930
-,DF,Jimmy Gallagher,(1901-06-07)7 June 1901 (aged 29),2,New York Nationals,United States,United States,1930
-,DF,James Gentle,(1904-07-21)21 July 1904 (aged 25),0,Philadelphia Cricket Club,United States,United States,1930
-,MF,Billy Gonsalves,(1908-08-10)10 August 1908 (aged 21),0,Fall River Marksmen,United States,United States,1930
-,FW,Bart McGhee,(1899-04-30)30 April 1899 (aged 31),0,New York Nationals,United States,United States,1930
-,DF,George Moorhouse,(1901-05-04)4 May 1901 (aged 29),1,New York Giants,United States,United States,1930
-,MF,Arnie Oliver,(1907-05-22)22 May 1907 (aged 23),0,Providence Gold Bugs,United States,United States,1930
-,FW,Bert Patenaude,(1909-11-04)4 November 1909 (aged 20),0,Fall River Marksmen,United States,United States,1930
-,MF,Philip Slone,(1907-01-20)20 January 1907 (aged 23),0,New York Giants,United States,United States,1930
-,DF,Raphael Tracey,(1904-02-06)6 February 1904 (aged 26),0,Ben Millers,United States,United States,1930
-,DF,Frank Vaughn,(1902-02-18)18 February 1902 (aged 28),0,Ben Millers,United States,United States,1930
-,DF,Alexander Wood,(1907-06-12)12 June 1907 (aged 23),0,Detroit Holley Carburetor,United States,United States,1930
-,MF,Francisco Aguirre,1908,,Olimpia,Paraguay,Paraguay,1930
-,GK,Pedro Benítez,(1901-01-12)12 January 1901 (aged 29),,Libertad,Paraguay,Paraguay,1930
-,MF,Santiago Benítez,1903,,Olimpia,Paraguay,Paraguay,1930
-,FW,Delfín Benítez Cáceres,(1910-09-24)24 September 1910 (aged 19),,Libertad,Paraguay,Paraguay,1930
-,FW,Saguier Carreras,,,Sportivo Luqueño,Paraguay,Paraguay,1930
-,DF,Eustacio Chamorro,,,Presidente Hayes,Paraguay,Paraguay,1930
-,GK,Modesto Denis,1901,,Nacional,Paraguay,Paraguay,1930
-,MF,Eusebio Díaz,1901,,Guaraní,Paraguay,Paraguay,1930
-,FW,Diógenes Domínguez,1902,,Sportivo Luqueño,Paraguay,Paraguay,1930
-,MF,Romildo Etcheverry,1907,,Olimpia,Paraguay,Paraguay,1930
-,MF,Diego Florentín,,,River Plate,Paraguay,Paraguay,1930
-,DF,Salvador Flores,1906,,Cerro Porteño,Paraguay,Paraguay,1930
-,MF,Tranquilino Garcete,1907,,Libertad,Paraguay,Paraguay,1930
-,FW,Aurelio González,(1905-09-25)25 September 1905 (aged 24),,Olimpia,Paraguay,Paraguay,1930
-,DF,José Miracca,(1903-09-23)23 September 1903 (aged 26),,Nacional,Paraguay,Paraguay,1930
-,FW,Lino Nessi,1904,,Libertad,Paraguay,Paraguay,1930
-,DF,Quiterio Olmedo,(1907-12-21)21 December 1907 (aged 22),,Nacional,Paraguay,Paraguay,1930
-,FW,Amadeo Ortega,,,River Plate,Paraguay,Paraguay,1930
-,FW,Bernabé Rivera,,,Sportivo Luqueño,Paraguay,Paraguay,1930
-,FW,Gerardo Romero,1906,,Libertad,Paraguay,Paraguay,1930
-,FW,Luis Vargas Peña,1905,,Olimpia,Paraguay,Paraguay,1930
-,FW,Jacinto Villalba,,,Cerro Porteño,Paraguay,Paraguay,1930
-,FW,Ferdinand Adams,(1903-05-03)3 May 1903 (aged 27),21,SC Anderlechtois,Belgium,Belgium,1930
-,GK,Arnold Badjou,(1909-06-26)26 June 1909 (aged 21),3,Daring Club de Bruxelles Societe Royale,Belgium,Belgium,1930
-,MF,Pierre Braine,(1900-10-26)26 October 1900 (aged 29),42,Royal Beerschot AC,Belgium,Belgium,1930
-,MF,Alexis Chantraine,(1901-03-16)16 March 1901 (aged 29),0,Royal FC Liegeois,Belgium,Belgium,1930
-,GK,Jean De Bie,(1892-05-09)9 May 1892 (aged 38),37,Royal Racing Club de Bruxelles,Belgium,Belgium,1930
-,MF,Jean De Clercq,(1905-05-17)17 May 1905 (aged 25),5,Royal Antwerp FC,Belgium,Belgium,1930
-,DF,Henri De Deken,(1907-08-03)3 August 1907 (aged 22),0,Royal Antwerp FC,Belgium,Belgium,1930
-,FW,Gérard Delbeke,(1903-09-01)1 September 1903 (aged 26),0,Royal FC Brugeois,Belgium,Belgium,1930
-,FW,Jan Diddens,(1908-09-14)14 September 1908 (aged 21),21,RC de Malines Societe Royale,Belgium,Belgium,1930
-,MF,August Hellemans,(1907-09-14)14 September 1907 (aged 22),4,Royal FC Malinois,Belgium,Belgium,1930
-,DF,Nic Hoydonckx,(1900-12-29)29 December 1900 (aged 29),19,FC Excelsior Hasselt,Belgium,Belgium,1930
-,FW,Jacques Moeschal,(1900-09-06)6 September 1900 (aged 29),15,Royal Racing Club de Bruxelles,Belgium,Belgium,1930
-,DF,Theodore Nouwens,(1908-02-17)17 February 1908 (aged 22),10,RC de Malines Societe Royale,Belgium,Belgium,1930
-,FW,André Saeys,(1911-02-20)20 February 1911 (aged 19),0,Royal CS Brugeois,Belgium,Belgium,1930
-,FW,Louis Versyp,(1908-12-05)5 December 1908 (aged 21),7,Royal FC Brugeois,Belgium,Belgium,1930
-,FW,Bernard Voorhoof,(1910-05-10)10 May 1910 (aged 20),6,Liersche Sportkring,Belgium,Belgium,1930
-,DF,Luigi Allemandi,(1903-11-18)18 November 1903 (aged 30),9,Ambrosiana-Inter,Italy,Italy,1934
-,FW,Pietro Arcari,(1909-12-02)2 December 1909 (aged 24),0,Milan,Italy,Italy,1934
-,MF,Luigi Bertolini,(1904-09-13)13 September 1904 (aged 29),19,Juventus,Italy,Italy,1934
-,FW,Felice Borel,(1914-04-05)5 April 1914 (aged 20),2,Juventus,Italy,Italy,1934
-,DF,Umberto Caligaris,(1901-07-26)26 July 1901 (aged 32),59,Juventus,Italy,Italy,1934
-,MF,Armando Castellazzi,(1904-10-07)7 October 1904 (aged 29),2,Ambrosiana-Inter,Italy,Italy,1934
-,GK,Giuseppe Cavanna,(1905-09-18)18 September 1905 (aged 28),0,Napoli,Italy,Italy,1934
-,GK,Gianpiero Combi,(1902-11-20)20 November 1902 (aged 31),42,Juventus,Italy,Italy,1934
-,FW,Attilio Demaria,(1909-03-19)19 March 1909 (aged 25),1,Ambrosiana-Inter,Italy,Italy,1934
-,FW,Giovanni Ferrari,(1907-12-06)6 December 1907 (aged 26),19,Juventus,Italy,Italy,1934
-,MF,Attilio Ferraris,(1904-03-26)26 March 1904 (aged 30),22,Roma,Italy,Italy,1934
-,FW,Enrique Guaita,(1910-07-11)11 July 1910 (aged 23),2,Roma,Italy,Italy,1934
-,FW,Anfilogino Guarisi,(1905-12-26)26 December 1905 (aged 28),5,Lazio,Italy,Italy,1934
-,GK,Guido Masetti,(1907-11-22)22 November 1907 (aged 26),0,Roma,Italy,Italy,1934
-,MF,Giuseppe Meazza,(1910-08-23)23 August 1910 (aged 23),22,Ambrosiana-Inter,Italy,Italy,1934
-,MF,Luis Monti,(1901-05-15)15 May 1901 (aged 33),10,Juventus,Italy,Italy,1934
-,DF,Eraldo Monzeglio,(1906-06-05)5 June 1906 (aged 27),12,Bologna,Italy,Italy,1934
-,FW,Raimundo Orsi,(1901-12-02)2 December 1901 (aged 32),27,Juventus,Italy,Italy,1934
